run_accession	sample_accession	collection_date	fastq_ftp	country
SRR12895342	SAMN16549778	2020-09-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/042/SRR12895342/SRR12895342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/042/SRR12895342/SRR12895342_2.fastq.gz	Australia: Victoria
SRR12895343	SAMN16549777	2020-08-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/043/SRR12895343/SRR12895343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/043/SRR12895343/SRR12895343_2.fastq.gz	Australia: Victoria
SRR12895345	SAMN16549130	2020-08-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/045/SRR12895345/SRR12895345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/045/SRR12895345/SRR12895345_2.fastq.gz	Australia: Victoria
SRR12895346	SAMN16549129	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/046/SRR12895346/SRR12895346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/046/SRR12895346/SRR12895346_2.fastq.gz	Australia: Victoria
SRR12895347	SAMN16549128	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/047/SRR12895347/SRR12895347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/047/SRR12895347/SRR12895347_2.fastq.gz	Australia: Victoria
SRR12895348	SAMN16549127	2020-08-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12895348/SRR12895348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/048/SRR12895348/SRR12895348_2.fastq.gz	Australia: Victoria
SRR12895349	SAMN16549126	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/049/SRR12895349/SRR12895349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/049/SRR12895349/SRR12895349_2.fastq.gz	Australia: Victoria
SRR12895350	SAMN16549125	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/050/SRR12895350/SRR12895350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/050/SRR12895350/SRR12895350_2.fastq.gz	Australia: Victoria
SRR12895357	SAMN16549119	2020-08-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/057/SRR12895357/SRR12895357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/057/SRR12895357/SRR12895357_2.fastq.gz	Australia: Victoria
SRR12895358	SAMN16549118	2020-08-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12895358/SRR12895358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12895358/SRR12895358_2.fastq.gz	Australia: Victoria
SRR12895361	SAMN16549115	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/061/SRR12895361/SRR12895361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/061/SRR12895361/SRR12895361_2.fastq.gz	Australia: Victoria
SRR12895366	SAMN16549111	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12895366/SRR12895366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12895366/SRR12895366_2.fastq.gz	Australia: Victoria
SRR12895367	SAMN16549110	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/067/SRR12895367/SRR12895367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/067/SRR12895367/SRR12895367_2.fastq.gz	Australia: Victoria
SRR12895368	SAMN16549517	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/068/SRR12895368/SRR12895368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/068/SRR12895368/SRR12895368_2.fastq.gz	Australia: Victoria
SRR12895370	SAMN16549515	2020-07-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/070/SRR12895370/SRR12895370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/070/SRR12895370/SRR12895370_2.fastq.gz	Australia: Victoria
SRR12895371	SAMN16549514	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/071/SRR12895371/SRR12895371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/071/SRR12895371/SRR12895371_2.fastq.gz	Australia: Victoria
SRR12895372	SAMN16549513	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/072/SRR12895372/SRR12895372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/072/SRR12895372/SRR12895372_2.fastq.gz	Australia: Victoria
SRR12895374	SAMN16549512	2020-08-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/074/SRR12895374/SRR12895374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/074/SRR12895374/SRR12895374_2.fastq.gz	Australia: Victoria
SRR12895376	SAMN16549510	2020-08-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/076/SRR12895376/SRR12895376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/076/SRR12895376/SRR12895376_2.fastq.gz	Australia: Victoria
SRR12895377	SAMN16549509	2020-07-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/077/SRR12895377/SRR12895377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/077/SRR12895377/SRR12895377_2.fastq.gz	Australia: Victoria
SRR12895378	SAMN16549508	2020-08-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/078/SRR12895378/SRR12895378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/078/SRR12895378/SRR12895378_2.fastq.gz	Australia: Victoria
SRR12895379	SAMN16549507	2020-08-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/079/SRR12895379/SRR12895379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/079/SRR12895379/SRR12895379_2.fastq.gz	Australia: Victoria
SRR12895382	SAMN16549504	2020-08-17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/082/SRR12895382/SRR12895382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/082/SRR12895382/SRR12895382_2.fastq.gz	Australia: Victoria
SRR12895384	SAMN16548927	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/084/SRR12895384/SRR12895384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/084/SRR12895384/SRR12895384_2.fastq.gz	Australia: Victoria
SRR12895385	SAMN16549502	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/085/SRR12895385/SRR12895385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/085/SRR12895385/SRR12895385_2.fastq.gz	Australia: Victoria
SRR12895386	SAMN16549501	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/086/SRR12895386/SRR12895386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/086/SRR12895386/SRR12895386_2.fastq.gz	Australia: Victoria
SRR12895387	SAMN16549500	2020-07-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/087/SRR12895387/SRR12895387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/087/SRR12895387/SRR12895387_2.fastq.gz	Australia: Victoria
SRR12895388	SAMN16549499	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/088/SRR12895388/SRR12895388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/088/SRR12895388/SRR12895388_2.fastq.gz	Australia: Victoria
SRR12895389	SAMN16549498	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/089/SRR12895389/SRR12895389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/089/SRR12895389/SRR12895389_2.fastq.gz	Australia: Victoria
SRR12895391	SAMN16549496	2020-07-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/091/SRR12895391/SRR12895391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/091/SRR12895391/SRR12895391_2.fastq.gz	Australia: Victoria
SRR12895393	SAMN16549108	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/093/SRR12895393/SRR12895393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/093/SRR12895393/SRR12895393_2.fastq.gz	Australia: Victoria
SRR12895394	SAMN16549107		ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/094/SRR12895394/SRR12895394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/094/SRR12895394/SRR12895394_2.fastq.gz	Australia: Victoria
SRR12895396	SAMN16549105	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/096/SRR12895396/SRR12895396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/096/SRR12895396/SRR12895396_2.fastq.gz	Australia: Victoria
SRR12895397	SAMN16549104	2020-08-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/097/SRR12895397/SRR12895397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/097/SRR12895397/SRR12895397_2.fastq.gz	Australia: Victoria
SRR12895401	SAMN16549101	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR12895401/SRR12895401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/001/SRR12895401/SRR12895401_2.fastq.gz	Australia: Victoria
SRR12895403	SAMN16549099	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR12895403/SRR12895403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR12895403/SRR12895403_2.fastq.gz	Australia: Victoria
SRR12895405	SAMN16549097	2020-08-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/005/SRR12895405/SRR12895405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/005/SRR12895405/SRR12895405_2.fastq.gz	Australia: Victoria
SRR12895406	SAMN16549096	2020-08-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/006/SRR12895406/SRR12895406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/006/SRR12895406/SRR12895406_2.fastq.gz	Australia: Victoria
SRR12895407	SAMN16549095	2020-09-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/007/SRR12895407/SRR12895407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/007/SRR12895407/SRR12895407_2.fastq.gz	Australia: Victoria
SRR12895410	SAMN16548886	2020-08-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/010/SRR12895410/SRR12895410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/010/SRR12895410/SRR12895410_2.fastq.gz	Australia: Victoria
SRR12895412	SAMN16549091	2020-07-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/012/SRR12895412/SRR12895412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/012/SRR12895412/SRR12895412_2.fastq.gz	Australia: Victoria
SRR12895413	SAMN16549090	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/013/SRR12895413/SRR12895413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/013/SRR12895413/SRR12895413_2.fastq.gz	Australia: Victoria
SRR12895414	SAMN16549089	2020-09-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/014/SRR12895414/SRR12895414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/014/SRR12895414/SRR12895414_2.fastq.gz	Australia: Victoria
SRR12895419	SAMN16549773	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/019/SRR12895419/SRR12895419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/019/SRR12895419/SRR12895419_2.fastq.gz	Australia: Victoria
SRR12895420	SAMN16548954	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/020/SRR12895420/SRR12895420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/020/SRR12895420/SRR12895420_2.fastq.gz	Australia: Victoria
SRR12895422	SAMN16549771	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/022/SRR12895422/SRR12895422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/022/SRR12895422/SRR12895422_2.fastq.gz	Australia: Victoria
SRR12895423	SAMN16549770	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/023/SRR12895423/SRR12895423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/023/SRR12895423/SRR12895423_2.fastq.gz	Australia: Victoria
SRR12895424	SAMN16549769	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/024/SRR12895424/SRR12895424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/024/SRR12895424/SRR12895424_2.fastq.gz	Australia: Victoria
SRR12895426	SAMN16549767	2020-10-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/026/SRR12895426/SRR12895426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/026/SRR12895426/SRR12895426_2.fastq.gz	Australia: Victoria
SRR12895428	SAMN16549765	2020-08-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/028/SRR12895428/SRR12895428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/028/SRR12895428/SRR12895428_2.fastq.gz	Australia: Victoria
SRR12895429	SAMN16549764	2020-07-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/029/SRR12895429/SRR12895429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/029/SRR12895429/SRR12895429_2.fastq.gz	Australia: Victoria
SRR12895430	SAMN16549763	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/030/SRR12895430/SRR12895430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/030/SRR12895430/SRR12895430_2.fastq.gz	Australia: Victoria
SRR12895438	SAMN16549757	2020-07-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/038/SRR12895438/SRR12895438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/038/SRR12895438/SRR12895438_2.fastq.gz	Australia: Victoria
SRR12895441	SAMN16549494	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12895441/SRR12895441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/041/SRR12895441/SRR12895441_2.fastq.gz	Australia: Victoria
SRR12895443	SAMN16548926	2020-09-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/043/SRR12895443/SRR12895443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/043/SRR12895443/SRR12895443_2.fastq.gz	Australia: Victoria
SRR12895447	SAMN16549489	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/047/SRR12895447/SRR12895447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/047/SRR12895447/SRR12895447_2.fastq.gz	Australia: Victoria
SRR12895449	SAMN16549487	2020-08-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/049/SRR12895449/SRR12895449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/049/SRR12895449/SRR12895449_2.fastq.gz	Australia: Victoria
SRR12895451	SAMN16549485	2020-09-19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/051/SRR12895451/SRR12895451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/051/SRR12895451/SRR12895451_2.fastq.gz	Australia: Victoria
SRR12895455	SAMN16549482	2020-09-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/055/SRR12895455/SRR12895455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/055/SRR12895455/SRR12895455_2.fastq.gz	Australia: Victoria
SRR12895456	SAMN16549481	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12895456/SRR12895456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/056/SRR12895456/SRR12895456_2.fastq.gz	Australia: Victoria
SRR12895458	SAMN16549479	2020-07-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12895458/SRR12895458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/058/SRR12895458/SRR12895458_2.fastq.gz	Australia: Victoria
SRR12895461	SAMN16549476	2020-08-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/061/SRR12895461/SRR12895461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/061/SRR12895461/SRR12895461_2.fastq.gz	Australia: Victoria
SRR12895464	SAMN16549087	2020-08-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/064/SRR12895464/SRR12895464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/064/SRR12895464/SRR12895464_2.fastq.gz	Australia: Victoria
SRR12895465	SAMN16549086	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/065/SRR12895465/SRR12895465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/065/SRR12895465/SRR12895465_2.fastq.gz	Australia: Victoria
SRR12895466	SAMN16549085	2020-09-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12895466/SRR12895466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/066/SRR12895466/SRR12895466_2.fastq.gz	Australia: Victoria
SRR12895467	SAMN16549084	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/067/SRR12895467/SRR12895467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/067/SRR12895467/SRR12895467_2.fastq.gz	Australia: Victoria
SRR12895471	SAMN16549081	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/071/SRR12895471/SRR12895471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/071/SRR12895471/SRR12895471_2.fastq.gz	Australia: Victoria
SRR12895472	SAMN16549080	2020-08-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/072/SRR12895472/SRR12895472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/072/SRR12895472/SRR12895472_2.fastq.gz	Australia: Victoria
SRR12895473	SAMN16549079	2020-08-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/073/SRR12895473/SRR12895473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/073/SRR12895473/SRR12895473_2.fastq.gz	Australia: Victoria
SRR12895474	SAMN16549078	2020-08-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/074/SRR12895474/SRR12895474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/074/SRR12895474/SRR12895474_2.fastq.gz	Australia: Victoria
SRR12895475	SAMN16549077	2020-08-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/075/SRR12895475/SRR12895475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/075/SRR12895475/SRR12895475_2.fastq.gz	Australia: Victoria
SRR12895476	SAMN16549076	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/076/SRR12895476/SRR12895476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/076/SRR12895476/SRR12895476_2.fastq.gz	Australia: Victoria
SRR12895477	SAMN16549075	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/077/SRR12895477/SRR12895477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/077/SRR12895477/SRR12895477_2.fastq.gz	Australia: Victoria
SRR12895478	SAMN16549074	2020-09-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/078/SRR12895478/SRR12895478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/078/SRR12895478/SRR12895478_2.fastq.gz	Australia: Victoria
SRR12895480	SAMN16548884	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/080/SRR12895480/SRR12895480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/080/SRR12895480/SRR12895480_2.fastq.gz	Australia: Victoria
SRR12895482	SAMN16549071	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/082/SRR12895482/SRR12895482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/082/SRR12895482/SRR12895482_2.fastq.gz	Australia: Victoria
SRR12895483	SAMN16549070	2020-08-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/083/SRR12895483/SRR12895483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/083/SRR12895483/SRR12895483_2.fastq.gz	Australia: Victoria
SRR12895484	SAMN16549069	2020-07-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/084/SRR12895484/SRR12895484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/084/SRR12895484/SRR12895484_2.fastq.gz	Australia: Victoria
SRR12895486	SAMN16549067	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/086/SRR12895486/SRR12895486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/086/SRR12895486/SRR12895486_2.fastq.gz	Australia: Victoria
SRR12895488	SAMN16549755	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/088/SRR12895488/SRR12895488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/088/SRR12895488/SRR12895488_2.fastq.gz	Australia: Victoria
SRR12895490	SAMN16549753	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/090/SRR12895490/SRR12895490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/090/SRR12895490/SRR12895490_2.fastq.gz	Australia: Victoria
SRR12895491	SAMN16548952	2020-08-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/091/SRR12895491/SRR12895491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/091/SRR12895491/SRR12895491_2.fastq.gz	Australia: Victoria
SRR12895492	SAMN16549752	2020-08-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/092/SRR12895492/SRR12895492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/092/SRR12895492/SRR12895492_2.fastq.gz	Australia: Victoria
SRR12895494	SAMN16549750	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/094/SRR12895494/SRR12895494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/094/SRR12895494/SRR12895494_2.fastq.gz	Australia: Victoria
SRR12895500	SAMN16549744	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/000/SRR12895500/SRR12895500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/000/SRR12895500/SRR12895500_2.fastq.gz	Australia: Victoria
SRR12895502	SAMN16548951	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/002/SRR12895502/SRR12895502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/002/SRR12895502/SRR12895502_2.fastq.gz	Australia: Victoria
SRR12895503	SAMN16549742	2020-09-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR12895503/SRR12895503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/003/SRR12895503/SRR12895503_2.fastq.gz	Australia: Victoria
SRR12895504	SAMN16549741	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/004/SRR12895504/SRR12895504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/004/SRR12895504/SRR12895504_2.fastq.gz	Australia: Victoria
SRR12895506	SAMN16549739	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/006/SRR12895506/SRR12895506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/006/SRR12895506/SRR12895506_2.fastq.gz	Australia: Victoria
SRR12895511	SAMN16549734	2020-09-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/011/SRR12895511/SRR12895511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/011/SRR12895511/SRR12895511_2.fastq.gz	Australia: Victoria
SRR12895512	SAMN16549065	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/012/SRR12895512/SRR12895512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/012/SRR12895512/SRR12895512_2.fastq.gz	Australia: Victoria
SRR12895513	SAMN16549064	2020-08-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/013/SRR12895513/SRR12895513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/013/SRR12895513/SRR12895513_2.fastq.gz	Australia: Victoria
SRR12895523	SAMN16549056	2020-07-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/023/SRR12895523/SRR12895523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/023/SRR12895523/SRR12895523_2.fastq.gz	Australia: Victoria
SRR12895524	SAMN16549055	2020-07-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/024/SRR12895524/SRR12895524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/024/SRR12895524/SRR12895524_2.fastq.gz	Australia: Victoria
SRR12895528	SAMN16549052	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/028/SRR12895528/SRR12895528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/028/SRR12895528/SRR12895528_2.fastq.gz	Australia: Victoria
SRR12895532	SAMN16549048	2020-09-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/032/SRR12895532/SRR12895532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/032/SRR12895532/SRR12895532_2.fastq.gz	Australia: Victoria
SRR12895534	SAMN16549046	2020-08-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/034/SRR12895534/SRR12895534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/034/SRR12895534/SRR12895534_2.fastq.gz	Australia: Victoria
SRR12895535	SAMN16549045	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/035/SRR12895535/SRR12895535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/035/SRR12895535/SRR12895535_2.fastq.gz	Australia: Victoria
SRR12895536	SAMN16549733	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/036/SRR12895536/SRR12895536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR128/036/SRR12895536/SRR12895536_2.fastq.gz	Australia: Victoria
